Incident energy;MT=102 : (z,γ);MT=18 : (z,fission)
Incident energy;;
Incident energy;σ(E);σ(E)
976.8963;2.283218;3.743961
976.9875;2.448532;4.229068
977.0373;2.566587;4.555497
977.087;2.70765;4.928579
977.1367;2.874882;5.352074
977.1864;3.071027;5.828741
977.2776;3.513299;6.847302
977.3687;4.066552;8.048426
977.4599;4.726265;9.411302
977.551;5.469396;10.88141
977.6836;6.620018;13.04497
977.8162;7.702469;14.94105
977.8494;7.941103;15.33275
977.9377;8.478672;16.1513
978.026;8.842301;16.59069
978.0723;8.953306;16.6548
978.1341;9.01114;16.55836
978.2225;8.914376;16.07235
978.3109;8.619785;15.2244
978.4115;8.081748;13.92525
978.5121;7.385843;12.41847
978.5408;7.167817;11.97358
978.6414;6.368719;10.43963
978.6557;6.253248;10.2305
978.6945;5.940768;9.68121
978.7285;5.669924;9.225835
978.8081;5.058239;8.277579
978.8567;4.707533;7.793306
978.9053;4.379098;7.388922
978.9539;4.076141;7.068414
979.0024;3.801599;6.833892
979.0473;3.573592;6.6924
979.0921;3.371872;6.621767
979.1818;3.045476;6.677845
979.2714;2.817975;6.961934
979.335;2.710258;7.273098
979.3985;2.641009;7.650543
979.5256;2.591245;8.5224
979.6601;2.618053;9.482584
979.7491;2.654329;10.08658
979.7575;2.657958;10.14162
979.7829;2.668914;10.30592
979.8082;2.679666;10.46641
979.8638;2.702034;10.80856
979.9194;2.721761;11.13785
980.0556;2.755181;11.90301
980.1184;2.762611;12.23789
980.1393;2.763891;12.34618
980.1917;2.764327;12.60837
980.244;2.760524;12.8521
980.3487;2.738269;13.25498
980.4639;2.686996;13.49146
980.4743;2.680844;13.49878
980.5038;2.661998;13.50506
980.5333;2.641114;13.48898
980.5923;2.593588;13.38584
980.6652;2.526017;13.12288
980.7577;2.432864;12.57948
980.8502;2.344267;11.83634
980.9261;2.287288;11.12278
981.002;2.255822;10.3651
981.0779;2.259777;9.612861
981.1538;2.306951;8.912693
981.2252;2.394775;8.335989
981.3324;2.605214;7.665496
981.4395;2.895016;7.248694
981.5645;3.291346;7.041438
981.6895;3.687757;7.027935
981.7966;3.980378;7.070751
981.8145;4.022829;7.077271
981.8531;4.107229;7.088075
981.8917;4.181563;7.092986
981.9363;4.254835;7.089801
982.0456;4.38124;7.040125
982.2241;4.475382;6.888171
982.3291;4.509909;6.829943
982.3711;4.526256;6.827028
982.4551;4.56841;6.870005
982.5391;4.625499;6.989236
982.623;4.696362;7.190689
982.682;4.752382;7.381172
982.7213;4.791559;7.529226
982.7932;4.865339;7.84019
982.8259;4.899312;7.997129
982.8685;4.943687;8.214368
982.9044;4.981142;8.407414
982.9402;5.018614;8.607769
982.9465;5.025231;8.643748
982.9668;5.046623;8.760996
982.9871;5.068155;8.880075
983.006;5.088369;8.992381
983.0477;5.133753;9.244082
983.1521;5.254798;9.884679
983.2877;5.434159;10.68376
983.3294;5.493998;10.90751
983.4442;5.661465;11.42878
983.559;5.810806;11.75521
983.6633;5.902414;11.83579
983.798;5.923995;11.61486
983.8112;5.919556;11.57499
983.8511;5.899222;11.43761
983.8909;5.869216;11.27851
983.9729;5.782248;10.90194
984.0549;5.674803;10.50134
984.1694;5.529013;10.00511
984.2838;5.439529;9.705169
984.3449;5.430007;9.658125
984.4141;5.456486;9.708805
984.4182;5.459296;9.715215
984.4284;5.46687;9.732758
984.4386;5.475265;9.752543
984.4509;5.486455;9.779315
984.4713;5.507488;9.830489
984.5548;5.621139;10.11653
984.5687;5.643442;10.17389
984.6243;5.738104;10.42129
984.6799;5.83499;10.68256
984.7911;5.997826;11.16212
984.8884;6.0585;11.42826
985.0046;5.9742;11.43312
985.0709;5.837381;11.25557
985.1883;5.441712;10.62641
985.2931;4.956523;9.79208
985.3978;4.405377;8.819539
985.4931;3.90196;7.928451
985.5883;3.44673;7.134893
985.6836;3.076549;6.516612
985.7788;2.815352;6.125
985.8169;2.743305;6.036497
985.8979;2.650414;5.976188
985.9789;2.632353;6.076354
986.0599;2.675727;6.310425
986.1408;2.763518;6.643066
986.2741;2.957239;7.302858
986.3027;3.000687;7.448633
986.3794;3.111521;7.824789
986.4382;3.186067;8.085394
986.5763;3.306626;8.54168
986.6281;3.328846;8.641814
986.654;3.335074;8.67559
986.7318;3.334749;8.709196
986.8095;3.307955;8.640099
986.8484;3.285723;8.567751
986.9395;3.214393;8.30588
986.9982;3.156775;8.074762
987.0946;3.047863;7.60692
987.2738;2.817474;6.540367
987.325;2.74801;6.211431
987.3421;2.724587;6.100804
987.3784;2.674549;5.865729
987.4146;2.624277;5.632109
987.4871;2.522713;5.171636
987.5553;2.426486;4.753941
987.6133;2.344582;4.415122
987.6567;2.283587;4.173357
987.7195;2.196432;3.843549
987.8326;2.046209;3.315538
987.9402;1.917711;2.897487
988.0477;1.811086;2.563364
988.0703;1.792114;2.503534
988.1609;1.729986;2.298492
988.2514;1.692526;2.146299
988.3532;1.682856;2.032459
988.3871;1.687694;2.007009
988.4381;1.702777;1.979724
988.4891;1.727319;1.96509
988.5621;1.778788;1.964951
988.635;1.848578;1.98763
988.7079;1.934809;2.030949
988.8051;2.069364;2.115587
988.9024;2.214932;2.221527
989.0847;2.456785;2.425652
989.194;2.540426;2.513613
989.2609;2.557487;2.543959
989.3143;2.550677;2.553663
989.3203;2.548776;2.55395
989.3381;2.541812;2.553878
989.3558;2.532956;2.552475
989.417;2.488394;2.53844
989.5384;2.350214;2.485045
989.6709;2.175822;2.450648
989.7371;2.106065;2.476165
989.8033;2.063911;2.551166
989.8475;2.056823;2.636556
989.8916;2.070108;2.754925
989.9358;2.10639;2.910516
989.9799;2.167506;3.105592
990.0241;2.255075;3.343099
990.0682;2.369292;3.62293
990.1152;2.520271;3.967968
990.1621;2.699678;4.358427
990.2559;3.133641;5.260441
990.4436;4.167871;7.329615
990.5264;4.608808;8.209618
990.6092;4.983818;8.970724
990.7085;5.2968;9.636453
990.7306;5.341679;9.739565
990.7898;5.412777;9.925718
990.8149;5.420691;9.963648
990.835;5.417375;9.976106
990.891;5.363295;9.926986
990.9781;5.155099;9.615348
991.0601;4.840962;9.091987
991.1421;4.443622;8.39825
991.3061;3.549447;6.760915
991.3881;3.127157;5.950904
991.4701;2.762778;5.223741
991.5316;2.540372;4.758454
991.5931;2.367748;4.375695
991.6341;2.281624;4.170231
991.6751;2.218809;4.005997
991.7161;2.178903;3.883404
991.7571;2.161118;3.802222
991.7981;2.164349;3.761684
991.8391;2.18725;3.760592
991.9211;2.28591;3.870352
992.0031;2.444217;4.116615
992.0621;2.587921;4.368736
992.121;2.751475;4.675376
992.162;2.875238;4.91748
992.2097;3.027875;5.224936
992.247;3.152841;5.482082
992.3075;3.364386;5.924318
992.4178;3.771936;6.779482
992.4546;3.912487;7.06882
992.5558;4.305047;7.839841
992.6569;4.695819;8.52013
992.7397;5.003333;8.962385
992.8224;5.287345;9.26484
992.8869;5.484857;9.387627
992.9513;5.654486;9.403264
993.0343;5.823141;9.26308
993.1035;5.913482;9.013946
993.1727;5.952759;8.657199
993.2835;5.901883;7.90769
993.3573;5.789165;7.325579
993.4311;5.616047;6.711017
993.4465;5.572745;6.581306
993.4872;5.447166;6.239289
993.5108;5.367328;6.042707
993.5581;5.193103;5.655972
993.6414;4.846747;5.011221
993.7291;4.441557;4.400681
993.8168;4.012318;3.871893
993.8519;3.837655;3.683739
993.922;3.489442;3.346436
994.0317;2.959991;2.910432
994.0798;2.738362;2.748832
994.0863;2.709025;2.728164
994.1087;2.609122;2.658886
994.1311;2.511149;2.592443
994.1376;2.483093;2.573659
994.1524;2.419855;2.531675
994.1671;2.357945;2.491002
994.1966;2.236481;2.412217
994.2817;1.907716;2.202458
994.388;1.543758;1.966423
994.4942;1.232188;1.749534
994.5828;1.011005;1.580349
994.6713;0.8237391;1.422861
994.7156;0.7420759;1.34904
994.7599;0.6681236;1.279009
994.8042;0.6015948;1.213094
994.8484;0.5423066;1.151723
994.8927;0.4896629;1.094861
994.937;0.4434611;1.042839
994.9813;0.4033455;0.995776
995.0255;0.3690266;0.9538201
995.0698;0.3399904;0.9167825
995.114;0.3160196;0.8847843
995.1583;0.2966727;0.8575987
995.2025;0.2817291;0.8352446
995.2592;0.2684957;0.8133673
995.3158;0.261489;0.7989525
995.3902;0.2610917;0.7910485
995.4646;0.270251;0.7956534
995.539;0.288844;0.8131139
995.6133;0.3170817;0.8441675
995.6877;0.3556129;0.8900753
995.7621;0.4051928;0.9522243
995.8365;0.4666667;1.032026
995.9108;0.5406294;1.130402
995.9391;0.5721902;1.172882
996.0146;0.6655006;1.299498
996.0334;0.6907484;1.333918
996.0711;0.7436821;1.406171
996.0912;0.7731073;1.446349
996.1513;0.8656401;1.572482
996.2114;0.9639682;1.705631
996.3617;1.223866;2.047515
996.5119;1.478914;2.352431
996.6521;1.694085;2.555661
996.7021;1.766338;2.605053
996.7642;1.856339;2.650816
996.7716;1.867291;2.655261
996.7977;1.906653;2.669494
996.8237;1.947393;2.68176
996.9239;2.129499;2.720658
997.0073;2.332621;2.76245
997.0906;2.609258;2.838865
997.137;2.804623;2.905889
997.1833;3.033832;2.995388
997.2296;3.30023;3.110953
997.2759;3.605766;3.255287
997.3246;3.97011;3.440034
997.3732;4.376663;3.65868
997.4705;5.305588;4.194016
997.5678;6.343248;4.834058
997.6651;7.408428;5.526599
997.7577;8.352644;6.170025
997.8503;9.131222;6.730075
997.9476;9.675959;7.161331
997.9615;9.726374;7.206503
998.0032;9.832989;7.314741
998.0323;9.866682;7.365214
998.0475;9.870762;7.383206
998.0589;9.867709;7.392905
998.0836;9.843143;7.402748
998.1082;9.794427;7.397433
998.1731;9.553195;7.313032
998.2293;9.221045;7.163082
998.2855;8.788812;6.951184
998.4066;7.602973;6.34127
998.5277;6.240585;5.636765
998.5623;5.847888;5.437484
998.6661;4.722671;4.885643
998.718;4.209535;4.647994
998.7698;3.740711;4.442348
998.8217;3.319077;4.270147
998.8736;2.947908;4.132314
998.9255;2.627424;4.027813
998.9774;2.356086;3.954383
999.0293;2.130988;3.908875
999.0812;1.948259;3.887627
999.1331;1.803461;3.886826
999.1849;1.69214;3.902818
999.2312;1.617022;3.928786
999.289;1.550885;3.974063
999.3467;1.510881;4.031838
999.3698;1.501248;4.058405
999.4623;1.494769;4.186918
999.5411;1.526771;4.332629
999.6199;1.593996;4.52738
999.6987;1.701627;4.791826
999.7774;1.858298;5.150104
999.8331;2.005137;5.47502
999.8749;2.138094;5.764215
999.9166;2.292434;6.095646
999.9583;2.470459;6.473363
1000.0;2.67409;6.900322
1000.068;3.065523;7.708062
1000.136;3.535624;8.658816
1000.204;4.087611;9.752167
1000.271;4.711026;10.96111
1000.339;5.419314;12.30551
1000.406;6.181422;13.72151
1000.541;7.842052;16.71226
1000.67;9.434827;19.47519
1000.8;10.82972;21.81879
1000.865;11.37974;22.72371
1000.929;11.7948;23.39866
1000.992;12.06482;23.83285
1001.03;12.15693;23.97905
1001.067;12.19422;24.03646
1001.167;12.03907;23.77802
1001.207;11.87737;23.51295
1001.295;11.34518;22.63775
1001.38;10.6426;21.46773
1001.551;8.906447;18.47215
1001.722;7.118936;15.16355
1001.857;5.881049;12.67538
1001.958;5.095901;10.98745
1002.092;4.23;9.023497
1002.171;3.796035;8.012392
1002.241;3.447571;7.201115
1002.315;3.107994;6.422956
1002.388;2.796156;5.728527
1002.491;2.388906;4.861084
1002.594;2.018352;4.114417
1002.697;1.688506;3.481225
1002.8;1.406443;2.95767
1002.869;1.247822;2.667116
1002.938;1.11558;2.424142
1003.007;1.010878;2.228068
1003.075;0.9352145;2.079955
1003.144;0.8864114;1.974575
1003.213;0.8653491;1.913492
1003.282;0.8711629;1.895707
1003.35;0.9019822;1.919509
1003.433;0.9711419;2.002519
1003.515;1.070496;2.140575
1003.601;1.20389;2.342067
1003.687;1.362832;2.597458
1003.773;1.543024;2.901433
1003.859;1.740768;3.247474
1003.969;2.01531;3.738999
1004.009;2.120767;3.928086
1004.054;2.243069;4.145543
1004.099;2.369488;4.366635
1004.179;2.605675;4.764135
1004.239;2.794082;5.061891
1004.278;2.922662;5.253516
1004.38;3.286577;5.741144
1004.482;3.700429;6.20091
1004.564;4.078811;6.54708
1004.58;4.158107;6.612264
1004.612;4.322499;6.740533
1004.645;4.500495;6.870169
1004.693;4.775582;7.054856
1004.787;5.373178;7.409461
1004.858;5.877588;7.678867
1004.865;5.929743;7.70581
1004.889;6.111733;7.798946
1004.913;6.298476;7.893452
1004.965;6.718052;8.103993
1005.017;7.154888;8.323981
1005.146;8.275727;8.916519
1005.185;8.611811;9.10838
1005.289;9.455689;9.640863
1005.393;10.15568;10.18442
1005.491;10.61066;10.6801
1005.546;10.75827;10.94148
1005.596;10.81871;11.16424
1005.61;10.82272;11.2237
1005.656;10.79595;11.40906
1005.72;10.65868;11.63911
1005.744;10.57843;11.71633
1005.766;10.49182;11.78253
1005.801;10.32968;11.87853
1005.815;10.25692;11.91363
1005.829;10.1799;11.94681
1005.865;9.963645;12.0231
1005.901;9.723915;12.08608
1005.973;9.188952;12.17073
1006.037;8.672445;12.19847
1006.177;7.520278;12.10521
1006.254;6.935879;11.97477
1006.342;6.361569;11.78135
1006.374;6.184619;11.70607
1006.466;5.788961;11.50362
1006.527;5.629065;11.40471
1006.587;5.557678;11.35739
1006.67;5.603454;11.4066
1006.753;5.814435;11.62157
1006.828;6.136531;11.97268
1006.949;6.870925;12.82769
1007.114;8.112792;14.30553
1007.228;8.969259;15.22383
1007.28;9.324895;15.5359
1007.34;9.693842;15.77611
1007.384;9.931617;15.85746
1007.406;10.0393;15.86559
1007.415;10.08115;15.86247
1007.447;10.21939;15.82053
1007.478;10.33757;15.73364
1007.56;10.57645;15.28721
1007.641;10.71341;14.56095
1007.722;10.76254;13.60288
1007.839;10.69788;11.953
1007.939;10.52364;10.44828
1008.038;10.2362;9.004704
1008.107;9.95958;8.073939
1008.16;9.700192;7.414872
1008.174;9.624558;7.249572
1008.211;9.410049;6.830887
1008.218;9.367067;6.754659
1008.226;9.317008;6.668702
1008.237;9.246547;6.552528
1008.282;8.9388;6.101318
1008.343;8.473167;5.5491
1008.408;7.920974;5.02976
1008.473;7.320702;4.572781
1008.538;6.685665;4.168426
1008.603;6.031629;3.807512
1008.733;4.73417;3.186681
1008.825;3.880998;2.811804
1008.858;3.596616;2.688819
1008.893;3.309821;2.564874
1008.92;3.099745;2.473861
1008.962;2.793375;2.340418
1008.977;2.690171;2.295217
1009.026;2.376382;2.156905
1009.074;2.103975;2.035908
1009.122;1.865928;1.930129
1009.17;1.661314;1.8405
1009.228;1.456568;1.755112
1009.285;1.297631;1.697192
1009.342;1.177028;1.666682
1009.399;1.091069;1.665237
1009.442;1.046971;1.684406
1009.485;1.019141;1.721827
1009.528;1.00632;1.77827
1009.571;1.007439;1.854524
1009.614;1.021644;1.951391
1009.657;1.048327;2.069671
1009.7;1.087136;2.210144
1009.743;1.137997;2.373545
1009.79;1.207629;2.579148
1009.836;1.290608;2.80835
1009.847;1.312728;2.867317
1009.881;1.386949;3.059808
1009.888;1.403363;3.101362
1009.915;1.470465;3.267809
1009.965;1.611607;3.601837
1010.025;1.813033;4.046303
1010.084;2.049838;4.528195
1010.158;2.409283;5.191153
1010.231;2.841547;5.901608
1010.304;3.360106;6.657578
1010.377;3.971391;7.445698
1010.441;4.585251;8.15042
1010.504;5.258067;8.843912
1010.611;6.534467;9.982225
1010.625;6.711275;10.12435
1010.659;7.147202;10.46022
1010.692;7.576641;10.77161
1010.773;8.635212;11.45931
1010.853;9.64103;12.00267
1010.868;9.820234;12.08667
1010.928;10.49298;12.35889
1011.003;11.20412;12.54161
1011.078;11.72775;12.53224
1011.123;11.9362;12.42984
1011.18;12.07585;12.19503
1011.222;12.08657;11.94831
1011.23;12.07968;11.89444
1011.238;12.06993;11.83841
1011.264;12.0187;11.64176
1011.289;11.94159;11.43234
1011.341;11.69699;10.93735
1011.436;10.98579;9.857773
1011.523;10.09818;8.729462
1011.609;9.083054;7.553774
1011.748;7.370967;5.696925
1011.817;6.572012;4.85741
1011.886;5.846094;4.100582
1011.938;5.358256;3.592382
1011.99;4.925811;3.140482
1012.024;4.673524;2.875662
1012.078;4.321288;2.503869
1012.132;4.025221;2.189296
1012.186;3.779851;1.927663
1012.24;3.578485;1.713785
1012.279;3.456363;1.585852
1012.318;3.350755;1.477765
1012.361;3.250438;1.379132
1012.395;3.181156;1.314753
1012.417;3.140376;1.278897
1012.46;3.068596;1.220761
1012.532;2.968203;1.154668
1012.579;2.914418;1.130098
1012.587;2.906162;1.127265
1012.605;2.888561;1.122275
1012.622;2.873211;1.1193
1012.657;2.845718;1.118399
1012.672;2.835742;1.120146
1012.701;2.819796;1.12714
1012.73;2.80865;1.138932
1012.778;2.802155;1.169186
1012.851;2.826102;1.241908
1012.923;2.897893;1.347138
1012.95;2.938909;1.395612
1013.005;3.048512;1.510086
1013.081;3.261325;1.703676
1013.157;3.548942;1.938469
1013.233;3.912486;2.213497
1013.309;4.350771;2.527119
1013.399;4.963417;2.946467
1013.488;5.666626;3.412182
1013.57;6.400707;3.88931
1013.605;6.739971;4.108466
1013.648;7.178781;4.391701
1013.676;7.477875;4.585
1013.728;8.061958;4.963977
1013.771;8.573439;5.298332
1013.78;8.683762;5.370831
1013.811;9.07233;5.627415
1013.842;9.473922;5.894817
1013.876;9.928717;6.200673
1013.906;10.34164;6.481417
1013.958;11.07998;6.9914
1014.028;12.10707;7.720182
1014.075;12.80647;8.231435
1014.131;13.63417;8.855352
1014.233;15.0616;9.996244
1014.336;16.27762;11.08014
1014.354;16.45609;11.25551
1014.401;16.8638;11.68647
1014.448;17.1784;12.07206
1014.499;17.40375;12.43103
1014.556;17.50293;12.75073
1014.562;17.50372;12.7791
1014.567;17.50297;12.80197
1014.582;17.49299;12.86626
1014.597;17.47142;12.92407
1014.627;17.3937;13.02013
1014.717;16.89247;13.15397
1014.794;16.17262;13.09673
1014.87;15.246;12.90874
1014.977;13.68578;12.48114
1015.111;11.54098;11.80138
1015.165;10.67837;11.51355
1015.208;10.00845;11.28591
1015.235;9.598614;11.14479
1015.284;8.880868;10.89349
1015.377;7.627971;10.4348
1015.391;7.452972;10.36755
1015.438;6.892709;10.14407
1015.484;6.385282;9.927014
1015.577;5.480606;9.482981
1015.67;4.727451;9.014911
1015.762;4.113629;8.512518
1015.774;4.042146;8.443626
1015.803;3.876895;8.273832
1015.831;3.726945;8.105496
1015.92;3.306896;7.543636
1015.989;3.033081;7.08474
1016.057;2.80097;6.619687
1016.115;2.62917;6.218849
1016.192;2.434983;5.690014
1016.268;2.27977;5.182205
1016.328;2.183705;4.797949
1016.397;2.105425;4.380179
1016.476;2.066037;3.939896
1016.547;2.087487;3.583485
1016.618;2.176668;3.267458
1016.677;2.313833;3.037082
1016.736;2.519106;2.836799
1016.795;2.802978;2.667003
1016.853;3.168373;2.529821
1016.901;3.541483;2.438335
1016.959;4.083192;2.353759
1017.017;4.727494;2.296424
1017.075;5.473884;2.264554
1017.132;6.301691;2.255763
1017.247;8.208522;2.294051
1017.362;10.29568;2.382398
1017.471;12.23029;2.481204
1017.58;13.88272;2.564245
1017.593;14.04983;2.571808
1017.636;14.54611;2.592077
1017.678;14.93888;2.603983
1017.703;15.12573;2.606985
1017.763;15.42109;2.600779
1017.808;15.49457;2.583153
1017.812;15.49484;2.58104
1017.817;15.49374;2.578273
1017.822;15.49104;2.575367
1017.838;15.47167;2.565137
1017.853;15.43869;2.554265
1017.884;15.32564;2.527937
1017.963;14.77517;2.438714
1018.03;14.04171;2.341469
1018.097;13.10801;2.229508
1018.243;10.63869;1.964912
1018.388;8.075809;1.735062
1018.489;6.499856;1.634833
1018.539;5.830072;1.61212
1018.589;5.247359;1.610696
1018.64;4.749475;1.633512
1018.69;4.359665;1.681632
1018.74;4.068239;1.756811
1018.79;3.873925;1.860173
1018.835;3.77942;1.977843
1018.879;3.757146;2.115596
1018.924;3.801704;2.279439
1018.969;3.909137;2.465855
1019.014;4.073533;2.67378
1019.058;4.28316;2.896459
1019.148;4.834906;3.403673
1019.237;5.494694;3.956678
1019.337;6.297368;4.608062
1019.375;6.602754;4.855961
1019.404;6.831574;5.042996
1019.409;6.870498;5.074969
1019.42;6.955483;5.144966
1019.43;7.031904;5.208154
1019.46;7.255649;5.394742
1019.489;7.462715;5.570056
1019.58;8.0367;6.077235
1019.585;8.064359;6.102852
1019.6;8.14465;6.17811
1019.614;8.215858;6.24613
1019.642;8.34706;6.375423
1019.647;8.368873;6.397531
1019.665;8.443242;6.474576
1019.683;8.510995;6.547546
1019.743;8.68771;6.760039
1019.833;8.808864;6.986376
1019.864;8.811415;7.038538
1019.982;8.65529;7.124966
1020.013;8.576225;7.121634
1020.088;8.334384;7.079124
1020.129;8.178664;7.040359
1020.197;7.897428;6.962833
1020.323;7.356111;6.823546
1020.426;6.950935;6.766744
1020.528;6.61821;6.796812
1020.553;6.548408;6.81877
1020.607;6.41276;6.885071
1020.661;6.295552;6.97449
1020.769;6.099548;7.200822
1020.871;5.929137;7.426643
1020.907;5.865149;7.497595
1020.955;5.772796;7.577847
1020.987;5.705541;7.619548
1021.062;5.526635;7.670398
1021.07;5.505679;7.671429
1021.09;5.451688;7.669984
1021.11;5.39544;7.662628
1021.154;5.26412;7.624852
1021.224;5.036793;7.501879
1021.238;4.989225;7.468035
1021.287;4.819409;7.326169
1021.336;4.647877;7.150082
1021.428;4.339116;6.74187
1021.519;4.080875;6.269939
1021.621;3.888386;5.714383
1021.722;3.832144;5.196053
1021.755;3.84599;5.042872
1021.832;3.940408;4.729237
1021.909;4.115854;4.487979
1021.954;4.250479;4.383804
1021.973;4.313233;4.348167
1022.018;4.473202;4.283387
1022.111;4.834651;4.232677
1022.243;5.332137;4.31999
1022.255;5.371903;4.334848
1022.29;5.479575;4.382759
1022.324;5.570498;4.434437
1022.393;5.705296;4.547605
1022.424;5.741249;4.599014
1022.486;5.762616;4.696332
1022.493;5.760636;4.706542
1022.509;5.752702;4.729096
1022.524;5.74094;4.749148
1022.568;5.682317;4.800833
1022.612;5.588269;4.83999
1022.72;5.218757;4.871599
1022.753;5.07145;4.861111
1022.845;4.596345;4.78084
1022.877;4.414447;4.735999
1022.898;4.291929;4.70216
1022.972;3.848845;4.557838
1023.076;3.22995;4.303689
1023.18;2.664821;4.018815
1023.267;2.264081;3.782733
1023.31;2.095966;3.673696
1023.353;1.949496;3.572927
1023.397;1.822915;3.480713
1023.44;1.722487;3.403384
1023.483;1.645262;3.340667
1023.526;1.591186;3.294367
1023.596;1.551974;3.258389
1023.644;1.559236;3.26483
1023.692;1.59346;3.298844
1023.74;1.653894;3.362282
1023.787;1.73776;3.454627
1023.835;1.847967;3.581521
1023.882;1.979363;3.739301
1023.93;2.13705;3.936299
1023.977;2.314055;4.165779
1024.063;2.694668;4.68352
1024.076;2.758476;4.773082
1024.11;2.932997;5.021555
1024.114;2.954249;5.052144
1024.127;3.024355;5.153531
1024.14;3.096034;5.257934
1024.168;3.255694;5.493006
1024.195;3.416333;5.73277
1024.227;3.614946;6.033275
1024.331;4.316797;7.124659
1024.351;4.46049;7.352743
1024.392;4.762255;7.835845
1024.397;4.799646;7.896059
1024.412;4.912496;8.078221
1024.427;5.026275;8.262507
1024.468;5.34106;8.775285
1024.508;5.651528;9.284638
1024.563;6.078837;9.99026
1024.674;6.912632;11.37659
1024.784;7.644541;12.59492
1024.878;8.146903;13.42318
1024.951;8.437121;13.89107
1025.024;8.629916;14.18699
1025.036;8.651998;14.21862
1025.084;8.713221;14.29712
1025.154;8.726734;14.27703
1025.223;8.658103;14.11132
1025.323;8.43474;13.64959
1025.422;8.101849;12.99127
1025.477;7.882502;12.56306
1025.513;7.729251;12.26507
1025.608;7.299354;11.43184
1025.703;6.847922;10.55909
1025.757;6.587179;10.05574
1025.863;6.074759;9.06837
1025.869;6.0459;9.012844
1025.892;5.935546;8.800603
1025.915;5.825704;8.589485
1026.0;5.42602;7.822447
1026.139;4.806414;6.636682
1026.26;4.32002;5.709206
1026.38;3.900448;4.916231
1026.406;3.818214;4.762711
1026.508;3.523399;4.223562
1026.609;3.267899;3.782075
1026.717;3.020454;3.394048
1026.735;2.980711;3.336235
1026.797;2.845458;3.149248
1026.805;2.828128;3.126357
1026.832;2.769759;3.050957
1026.859;2.711525;2.978234
1026.963;2.488672;2.719805
1027.14;2.134727;2.354814
1027.21;2.018461;2.242525
1027.28;1.925543;2.154478
1027.35;1.862418;2.09509
1027.419;1.834491;2.068154
1027.494;1.846502;2.07687
1027.587;1.923756;2.142446
1027.68;2.064078;2.262355
1027.773;2.252882;2.423069
1027.866;2.468433;2.605296
1028.043;2.857962;2.930048
1028.065;2.897505;2.962495
1028.071;2.907779;2.970899
1028.084;2.929247;2.988417
1028.127;2.991935;3.039145
1028.16;3.030597;3.069916
1028.167;3.037672;3.075474
1028.193;3.060357;3.093028
1028.218;3.076675;3.10519
1028.225;3.080257;3.107748
1028.251;3.089712;3.113953
1028.276;3.093021;3.114963
1028.35;3.069447;3.089328
1028.422;3.000099;3.024399
1028.494;2.889303;2.923344
1028.561;2.754808;2.801357
1028.574;2.725774;2.775005
1028.624;2.606823;2.666789
1028.673;2.481287;2.55192
1028.712;2.377007;2.455813
1028.763;2.23743;2.325961
1028.819;2.083429;2.180716
1028.918;1.820662;1.926536
1029.04;1.536183;1.637402
1029.101;1.417956;1.509817
1029.161;1.320768;1.398671
1029.25;1.21623;1.264541
1029.294;1.183893;1.213517
1029.338;1.165517;1.17363
1029.382;1.162032;1.145653
1029.426;1.174432;1.13038
1029.498;1.231778;1.13494
1029.524;1.264582;1.146199
1029.552;1.307512;1.164347
1029.562;1.324808;1.172382
1029.583;1.364579;1.191979
1029.604;1.409117;1.215339
1029.651;1.526629;1.281689
1029.698;1.669651;1.368176
1029.766;1.923228;1.530285
1029.833;2.227496;1.733614
1029.887;2.510853;1.928649
1029.941;2.825655;2.150168
1030.048;3.525046;2.657195
1030.183;4.47922;3.380676
1030.317;5.367125;4.09833
1030.432;5.953925;4.622715
1030.477;6.116675;4.787678
1030.494;6.166745;4.842798
1030.554;6.289877;5.002656
1030.615;6.32529;5.105571
1030.618;6.324643;5.109013
1030.63;6.319808;5.12124
1030.641;6.312226;5.130276
1030.671;6.276325;5.144344
1030.701;6.218484;5.142994
1030.79;5.925143;5.051361
1030.872;5.514192;4.861998
1030.953;5.008318;4.595906
1031.143;3.643535;3.805251
1031.238;2.978025;3.402735
1031.333;2.383861;3.044252
1031.384;2.104402;2.879938
1031.434;1.860616;2.742342
1031.485;1.644145;2.628849
1031.535;1.463985;2.546383
1031.569;1.359552;2.507749
1031.602;1.272;2.484508
1031.636;1.195773;2.475926
1031.669;1.135075;2.483185
1031.703;1.085905;2.507468
1031.736;1.050843;2.548117
1031.77;1.027451;2.608458
1031.803;1.016827;2.685842
1031.843;1.01956;2.805862
1031.883;1.039083;2.956325
1031.923;1.075146;3.139153
1031.962;1.126085;3.350488
1032.002;1.194443;3.603172
1032.042;1.279116;3.894242
1032.082;1.380145;4.225622
1032.121;1.494449;4.58919
1032.161;1.627919;5.005021
1032.201;1.7778;5.465409
1032.28;2.121369;6.507341
1032.359;2.52535;7.722082
1032.438;2.983407;9.095016
1032.616;4.150914;12.59655
1032.794;5.327341;16.15349
1032.889;5.864048;17.80167
1033.005;6.356915;19.35775
1033.121;6.619013;20.2607
1033.182;6.654028;20.44281
1033.242;6.618662;20.4219
1033.308;6.502973;20.17712
1033.373;6.316669;19.72454
1033.503;5.76583;18.28435
1033.552;5.510992;17.59337
1033.576;5.37932;17.23195
1033.632;5.058776;16.34073
1033.687;4.731652;15.41519
1033.771;4.223599;13.94476
1033.785;4.139206;13.69634
1033.827;3.888319;12.95018
